ID,Description
CPLID333,Highway 101 Leachate Treatment Facility
CPLID334,Highway 101 Leachate Treatment Facility
CPLID335,Highway 101 Leachate Treatment Facility
CPLID336,Highway 101 Leachate Treatment Facility
CPLID337,Otter Lake Residuals Disposal Facility
CPLID338,Otter Lake Residuals Disposal Facility
CPLID339,Pondicherry Cres.  Cranberry to Pondicherry
CPLID34,Circassion Dr - Forest Hills to Kirtland
CPLID340,Ellerslie Cres. Circassion to Ellerslie
CPLID341,John Stewart Dr. Inglewood(S) to Auburn
CPLID342,Carver St. Portland to Day
CPLID343,Beazley Field Grandstand
CPLID344,Power House
CPLID345,Quaker House
CPLID346,MacDonald Park Ball Field
CPLID347,Adventure Earth Centre.
CPLID348,East Preston Rec Centre.
CPLID349,Flinn Park Pathway Paving
CPLID35,Brookdale Cres - Micmac to Micmac
CPLID350,Island View Park Play Structure
CPLID351,Point Pleasant Park
CPLID352,Larry Uteck Blvd at Bedford Highway
CPLID353,Sandy Lake
CPLID354,North Park/Cogswell/Rainnie
CPLID355,North Park/Cunard
CPLID356,Cogswell Interchange
CPLID357,Highfield transit terminal
CPLID358,Woodside Ferry Terminal
CPLID359,Halifax Commons
CPLID36,Brookdale Crt - Brookdale to End
CPLID360,Robie/Young
CPLID361,Young/Kempt
CPLID362,Herring Cove/Old Sambro
CPLID363,Spring Garden/Summer
CPLID364,Hammonds Plains Rd (Pockwock to Lucasville)
CPLID365,Point Pleasant Park- Perimeter stone wall.
CPLID366,Public Gardens wrought iron fence
CPLID367,Atlantic View
CPLID368,Carrolls Corner
CPLID369,Chain of Lake  Trail
CPLID37,Gaston Rd - Galaxy to End
CPLID370,Cole Harbour Forest Hills
CPLID371,Friends of First Lake
CPLID372,Queen St. Morris to Kent
CPLID373,Bedford/Hammonds Plains Community Centre
CPLID374,Grand Parade
CPLID375,Halifax City Hall
CPLID376,Cole Harbor Public Library
CPLID377,City Hall
CPLID378,Eric Spicer Building
CPLID379,Metropark
CPLID38,Peter Lowe Ave
CPLID380,Canada Games Centre
CPLID381,Centennial Arena
CPLID382,Centennial Pool
CPLID383,Cole Harbour Place
CPLID384,Dartmouth Sportsplex
CPLID385,Cow Bay Rd. Hornes to Caldwell
CPLID386,Gaston Rd. Portland to Galaxy
CPLID387,Gaston Rd. Portland to #42
CPLID388,Windmill Rd (E) . Wyse to Hare
CPLID389,Windmill Rd (E). Hare to Mott
CPLID39,Peter Lowe Ave
CPLID390,Windmill Rd (E). Mott to Best
CPLID391,Windmill Rd (E). Best to Lyle
CPLID392,Thistle St. Metro Transit to Victoria
CPLID393,Spikenard St. Margaree to Weyburn
CPLID394,Watt St. Vernon to Henry
CPLID395,Queen St. Morris to South
CPLID396,Walnut St. Watt to Coburg
CPLID397,Walnut St. Jubilee to Watt
CPLID398,Cornwall St . Oxford to Preston (North & South)
CPLID399,South St. Barrington to Queen
CPLID4,Jack Fergusson Ave. Edward Arab to end (North & South)
CPLID40,Peter Lowe Ave
CPLID400,Kent St. Queen to Barrington
CPLID401,Montebello Road tennis court
CPLID402,Sambro School
CPLID403,Samuel Danial Drive
CPLID404,Fairview Overpass
CPLID405,Dunbrack St - Langbrae to Farnham Gate
CPLID406,Dunbrack St - Ross to Farnham Gate
CPLID407,Albro Lake Beach
CPLID408,Alderney Gate
CPLID409,George Dixon Centre
CPLID41,Garden St
CPLID410,North Woodside Community Centre
CPLID411,Cole Harbour Bell Building
CPLID412,Metro Transit - Burnside Transit Centre
CPLID413,Metro Transit - Alderney Ferry Terminal
CPLID414,Halifax Ferry Terminal
CPLID415,Alderney Ferry Terminal
CPLID416,St Marys Boat Club
CPLID417,St Andrews Centre
CPLID418,MacKintosh Depot
CPLID419,Booth St. David to Main
CPLID42,Garden St
CPLID420,Joseph Zatzman Dr. Akerley to Raddall
CPLID421,Young St (North and South). Devonshire to Barrington
CPLID422,Commission St. Kempt to Lady Hammond
CPLID423,St Margaret's Bay Rd. Sleepy Hollow to Brentwood
CPLID424,Sackville Dr. Lucasville to Melham
CPLID425,Riverside Dr. Glendale to Maplegrove
CPLID426,Rolling Hills Dr. Civic 276 to Silverside
CPLID427,Salmon River Dr. Ross to Hwy 107
CPLID428,Portland Estates Blvd West. Portland Hills Dr to Wedgewood
CPLID429,Pondicherry Cres. Cranberry to Pondicherry
CPLID43,South St
CPLID430,Caldwell Rd. Atholea to MacDonald Beach
CPLID431,Lake Major Rd.  Hwy 7 to Ernest Mill Bridge
CPLID432,Greenwood Ave - Brentwood to Eisener
CPLID433,Hammonds Plains Rd - Rockcliffe to Flat Lake
CPLID434,Patton Rd - Sackville to Sackville
CPLID435,Hillcrest Dr - Hillside to Hillside
CPLID436,Old Sackville Rd - Walker to Sackville Cross
CPLID437,Hammonds Plains Rd -Giles to Kearney Lake
CPLID438,Orchard St - Basinview to Monarch
CPLID439,Monarch Dr - Orchard to End
CPLID44,Third St. Armcrescent to Newton
CPLID440,Portland St
CPLID441,Lady Hammond Rd
CPLID442,Sunnybrae Ave
CPLID443,Dartmouth Ferry Terminal
CPLID444,Bengal Lancers Building
CPLID445,St Marys Boat Club
CPLID446,Christ Church
CPLID447,Chocolate Lake Recreation Centre
CPLID448,Eric Spicer Building
CPLID449,Northbrook Centre
CPLID45,Second St. Armcrescent to Newton
CPLID450,Dartmouth Ferry Terminal
CPLID451,Emera Oval
CPLID452,Sullivan's Pond
CPLID453,Shubenacadie Canal  - Starr Site
CPLID454,Chebucto Landing & Dockyard
CPLID455,Sackville River
CPLID456,Sackville Drive Library Plaza
CPLID457,Ellerslie Cres. Circassion to Loop Itself
CPLID458,John Stewart Dr. Inglewood S to Auburn
CPLID459,Gaston Rd.  Portland to Galaxy
CPLID46,Main Ave. Titus to  Berts
CPLID460,Galaxy Ave. Gaston to End
CPLID461,Regency Dr. Gaston to End
CPLID462,Mountain Ash. Beckfoot to End
CPLID463,Carver St. Portland to Day
CPLID464,Crystal Dr. Pinecrest to Leaman
CPLID465,Wright Ave. MacDonald to Windmill
CPLID466,Spikenard St. Guysboroough to Valleyfield
CPLID467,Joseph Zatzman Dr. Akerley to Wright
CPLID468,St Margaret's Bay Rd
CPLID469,Faulkner St
CPLID47,Titus St. Main to Evans
CPLID470,North Park/Cunard
CPLID471,North Park/Cogswell/Rainnie
CPLID472,Mount Royal Subdivision
CPLID473,Dipper Cres - Flamingo to End
CPLID474,Spring Garden Road
CPLID475,Coburg Rd - Oxford to Henry
CPLID476,Armcrescent East Dr
CPLID477,Gourok Ave - Gourok to Culrain
CPLID478,Rocky Lake Dr (Rockmanor to Bedford Highway)
CPLID479,Dartmouth Skate Park
CPLID48,Willett St. Main to Melrose
CPLID480,Bisset Lake
CPLID481,"Willard Christie Ball Field, Island View Park"
CPLID482,Tamarack Circ. Aspen to Loop Itself
CPLID483,Fairview Heights Elementary
CPLID484,"MacKay Bridge Approaches - Structure 13, Ramp D"
CPLID485,Williamswood Park
CPLID486,Glendale/Chandler
CPLID487,Halifax City Hall
CPLID488,Belvedere Ave - Flandrum Hill to Dyke
CPLID489,Centennial Arena.  27 Vimy Ave
CPLID49,Sunnybrae Ave. Hillcrest to Gesner
CPLID490,Burnside & City of Lakes Business Parks
CPLID491,Quinn St
CPLID492,Mount Royale Park.
CPLID493,Musquodoboit Harbor Recreation Centre
CPLID494,Edward St. Coburg to University (East & West)
CPLID495,Sunnybrae Ave. Hillcrest to Gesner
CPLID496,Metro Transit - Woodside Ferry Terminal
CPLID497,Woodside Ferry Terminal
CPLID498,Zinck Ave. Cobequid to Dickey
CPLID499,Micmac Dr - Pockwock to Halfway Lake
CPLID5,Third St. Armcrescent to Newton
CPLID50,Ketch Harbour Rd. Hebridean to Village
CPLID500,City Hall
CPLID501,Windmill Rd. Wyse to Dawson
CPLID502,Newton Ave. Chebucto to Quinpool
CPLID503,Kearney Lake Park Washroom
CPLID504,Oakwood House
CPLID505,Walnut St. Coburg to Jubilee
CPLID506,Oxford St. Bayers to Edgewood
CPLID507,Duncan St. Harvard to Windsor
CPLID508,Newbery St. Kencrest to Kencrest
CPLID509,Commission St. Lady Hammond to Kempt
CPLID51,Douglas Cres. Ross St W to Ross St E
CPLID510,Elm St. Quinpool to Chebucto
CPLID511,Quinn St. Chebucto to Quinpool
CPLID512,Jack Ferguson Ave. Edward Arab to End
CPLID513,Fourth St. Armcrescent to Newton
CPLID514,Third St
CPLID515,Eastern Shore Community Centre
CPLID516,Sackville Sports Stadium
CPLID517,Spryfield Lions Arena
CPLID518,St. Margaret's Centre
CPLID519,Albro Lake Park Washroom
CPLID52,Kingsway Dr
CPLID520,Chocolate Lake Park Washroom
CPLID521,Eric Spicer Building
CPLID522,City Hall
CPLID523,Metro Transit Depot - Ilsley Ave
CPLID524,Halifax Regional Police Building
CPLID525,Mainland Commons
CPLID526,Skating Oval
CPLID527,First St. Newton to South Armcrescent
CPLID528,Massachusetts Ave
CPLID529,Aspen Way Cres - Avondale to Avondale
CPLID53,Kingsway Dr. Windsor to Buckingham
CPLID530,Eisener St. Brentwood to Riverwood
CPLID531,Young St. at Isleville St.
CPLID532,Little Sackville River
CPLID533,Chain of Lake Trails to Northwest Arm Drive
CPLID534,Hollis St at Upper Water St.
CPLID535,Kearney Lake at Larry Uteck
CPLID536,Starboard Drive
CPLID537,Nine Mile Drive
CPLID538,Hwy 101 at Lower Sackville
CPLID539,Hwy 102 at Miller Lake
CPLID54,Hammonds Plains Rd. Lucasville to Pockwock
CPLID540,Hwy 118 at Dartmouth Crossing
CPLID541,Hwy 102 at Bayers Lake
CPLID542,Barrington St. at Cornwallis
CPLID543,Glendale at Rankin
CPLID544,Herring Cove Road Widening
CPLID545,Rainnie at Gottingen
CPLID546,Prince Albert at Ochterloney
CPLID547,Glendale at Smokey
CPLID548,North Park at Cogswell
CPLID549,Fairview Overpass
CPLID55,St. Andrew's Community Centre
CPLID550,Lower Water at Prince
CPLID551,Glendale at Raymond
CPLID552,Windsor Junction Rd Crossing Gates
CPLID553,Agricola at Young
CPLID554,Portland/Chestnut/Manor
CPLID555,Victoria at Primrose
CPLID556,Evergreen House
CPLID557,Dartmouth Sportsplex
CPLID558,East Preston Recreation Centre
CPLID559,Emera Oval
CPLID56,University Ave Fire Station
CPLID560,Hubbards Recreation Centre
CPLID561,Musquodoboit Recreation Facility
CPLID562,North Woodside Community Centre
CPLID563,Sackville Sports Stadium
CPLID564,Scotiabank Centre
CPLID565,Upper Sackville Recreation Centre Facility
CPLID566,Cogswell Interchange
CPLID567,Sullivan's Pond
CPLID568,Shubenacadie Canal Greenway Trail
CPLID569,Woodside Ferry Terminal
CPLID57,Eisener Boulevard
CPLID570,Halifax Ferry Terminal
CPLID571,Alderney Ferry Terminal
CPLID572,Halifax Ferry Terminal
CPLID573,Aerotech Industrial Park
CPLID574,Burnside Industrial Park
CPLID575,Highway 101 Landfill
CPLID576,Highway 101 Landfill
CPLID577,Highway 101 Landfill
CPLID578,Otter Lake
CPLID579,Highway 101 Landfill
CPLID58,Eisener Boulevard
CPLID580,Otter Lake
CPLID581,Otter Lake
CPLID582,Whynette Pl. Topsail to Lucien
CPLID583,Armanda Cres. Jamieson to Jamieson
CPLID584,Arnold Dr. Jamieson to Fall River
CPLID585,Twining Dr. Jamieson to Jamieson
CPLID586,Skyvue Ter. Dewhurst to End
CPLID587,Dewhurst Dr. Lucien to Whynette
CPLID588,Cross Rd. Topsail to Dewhurst
CPLID589,Lake Loon Rd. Montague to MacLaughlin
CPLID59,Caldwell Rd
CPLID590,Lake Major Rd. Trunk 7 to Ernst Mill Bridge
CPLID591,Merrimac Dr. Forest Hills to Arklow
CPLID592,Poplar Dr. Civic 123 to Otago
CPLID593,Penhorn Dr. Curley to Jean
CPLID594,Sarnia Ave. Regent to Penhorn
CPLID595,Green St. Alderney to Wentworth
CPLID596,Thistle St. Victoria to Wyse
CPLID597,Wentworth St. Portland to Park
CPLID598,Dundas St. Green to North
CPLID599,Lahey Rd. Farrell to Clarence
CPLID6,Armview Ave. Civic 6899 to Prince Arthur
CPLID60,Morris St
CPLID600,Clarence St. Lahey to Albro Lake
CPLID601,Saratoga Dr. Lexington to Walnut Hall
CPLID602,"Alerley Blvd. (E,W) Windmill to Joseph Zatzman"
CPLID603,Pepperell St. Vernon to Beech
CPLID604,Brunswick St. Duke to North
CPLID605,Queen St. Spring Garden to Sackville
CPLID606,Barrington St. Blowers to Morris
CPLID607,Hood St. Windsor to Kempt
CPLID608,Richmond St. Devonshire to Barrington
CPLID609,Hanover St. Devonshire to Barrington
CPLID61,Skylark St
CPLID610,Kempt Rd. Lady Hammond to 200m E Commision
CPLID611,Young St. Gottingen to Kempt
CPLID612,Bayers Rd. Oxford to Hwy 102 Ramps
CPLID613,McAlpine Ave. Federal to Chisholm
CPLID614,Oxford St. Bayers to Almon
CPLID615,Woodbury Dr. Birch Cove to Rockhaven
CPLID616,Willett St. Dunbrack to Main
CPLID617,Thornhill Dr. Auburn to End
CPLID618,Drysdale Rd. Herring Cove to Lions Rink
CPLID619,Pockwock Rd. 2.6km from End to End
CPLID62,Starling St
CPLID620,Emerald Cr. Drysdale to Drysdale
CPLID621,St. Margaret's Bay Rd. Sheppards Run to Beech Tree Run
CPLID622,Chain Lake Dr. (E ) CN Tracks to Lovett Lake
CPLID623,Hammonds Plains Rd. Pockwock to Northwood
CPLID624,Sackville Dr. Millwood to Margeson
CPLID625,Glendale Dr. Smokey to Rankin
CPLID626,Riverside Dr. Civic 1530 to Lennox
CPLID627,Lennox Dr. Riverside to Lynnville
CPLID628,Rogers Dr. Rankin to Smokey
CPLID629,First Ave. Bedford Hwy to Pine
CPLID63,Wren St
CPLID630,Cunningham Dr. First to End
CPLID631,Crichton Ave. Lakeview to Crichton Park
CPLID632,Cadogan St. First to Second
CPLID633,Poplar Dr. Otago to Elm
CPLID634,Poplar Dr. Circassion to Elm
CPLID635,Gorsebrook Ave. Tower to End
CPLID636,Brunswick St. Cogswell to Duke
CPLID637,Walnut St. Cedar to Shirley
CPLID638,Devonshire Ave. Kaye to Russell
CPLID639,Windsor St. Cork to Liverpool
CPLID64,Chain Lake Dr
CPLID640,Oxford St. Young to Bayers
CPLID641,Oxford St. Liverpool to Cork
CPLID642,Oxford St. Almon to Edinburgh
CPLID643,Pepperell St. Oxford to Beech
CPLID644,Pepperell St. Oxford to Cambridge
CPLID645,Aikens Ave. Romans to Archibald
CPLID646,Connolly St. Almon to Berlin
CPLID647,Abbott Dr. Ralston to Mayfield
CPLID648,Romans Ave. Bayers to Federal
CPLID649,Flamingo Dr. Canary to Meadowlark
CPLID65,Chain Lake Dr
CPLID650,Bedford Hwy (Wooden SW) Rutledge to Spring
CPLID651,Emmerson Dr. Rutledge to End
CPLID652,Shore Rd. Shoreview to Romkey
CPLID653,Sarnia Ave. Regent to Penhorn
CPLID654,Mount Edward Rd. Spring to Belle Vista
CPLID655,Akerley Blvd. Morris to Joseph Zatzman
CPLID656,Kempt Rd. Lady Hammond to Commission
CPLID657,Herring Cove Rd. Cowie Hill to Glenora
CPLID658,1315 Rocky Lake Dr.
CPLID659,St. Margaret's Bay Rd. Sheppards Run to Beech Tree Run
CPLID66,Sackville Drive *
CPLID660,Sackville Dr. Melham to Beaconsfield
CPLID661,Glendale Dr. McDougall to Metropolitan
CPLID662,Barrington St @ Wilson Fuels
CPLID663,St. Margaret's Bay Rd. @ Chain Lake
CPLID664,Thompson Run @ Club House Run
CPLID665,Glen Arbor Way @ Thompson Run
CPLID666,1077 to 1099 Shore Rd.
CPLID667,Steed Ct. to Stuart Harris Dr.
CPLID668,Dorothea Dr. to Skyvue Ter.
CPLID669,Coventry Ln. to Fireside Dr.
CPLID67,Old Beaver Bank Rd
CPLID670,170 Poplar Dr. to Sirius Cr.
CPLID671,73 St. Margaret's Bay Rd.
CPLID672,110 Poplar Dr. to Elm St.
CPLID673,146 Poplar Dr. to Sirius Cr.
CPLID674,Rockcliffe St (2 Locations)
CPLID675,Herring Cove Rd. @ Roundabout
CPLID676,Alex St. @ Main Ave.
CPLID677,250 Sackville Dr.
CPLID678,Hornes Rd.
CPLID679,Victoria Rd CN Overpass
CPLID68,Circassion Dr
CPLID680,Barrington St. over Railway
CPLID681,Barrington St. inbound over MacKay Ramp
CPLID682,Rosley Rd.
CPLID683,Sackville Cross Rd.
CPLID684,Old Sackville Rd. (Hwy 101)
CPLID685,Halifax Commons
CPLID686,Cole Harbour Turf
CPLID687,Cornwallis Park
CPLID688,Fort Needham
CPLID689,Mainland Commons
CPLID69,Gaston Rd
CPLID690,Yetter Park
CPLID691,Laurie Lively Park
CPLID692,Ridgevale Park
CPLID693,Henry Finlay Park
CPLID694,Lake of the Woods
CPLID695,Graves Oakley Park (Leiblin Drive)
CPLID696,Silver Sands Beach Park
CPLID697,Oathill Lake
CPLID698,DeWolf Park
CPLID699,Sheldrake Lake
CPLID7,First St. Newton to Connaught
CPLID70,Queen St
CPLID700,Fuller Terrace
CPLID701,Cole Harbour Place
CPLID702,Kerry Drive
CPLID703,James MacPhee Memorial Ball Field
CPLID704,Mainland Common - Off-leash Dog Park
CPLID705,Ardmore Park
CPLID706,Mount Royale
CPLID707,MacDonald
CPLID708,Point Pleasant Park
CPLID709,Public Gardens
CPLID71,Millwood/Beaver Bank
CPLID710,Atlantic View Trail
CPLID711,Cole Harbour Trail
CPLID712,Beechville Lakeside Timberlea - AT Greenway Trail
CPLID713,Carroll's Corner Walking Trail
CPLID714,Chain of Lakes Trail - Trail Head
CPLID715,Halifax Urban Greenway
CPLID716,Chezzetcook Acadian Marsh Greenway
CPLID717,Second Lake AT Greenway
CPLID718,Sackville Rivers Trail
CPLID719,Shubenacadie Watershed Environmental Protection (Bluff Trail)
CPLID72,Margeson Drive Interchange
CPLID720,Woodens River (Bluff Trail)
CPLID721,Sir Sandford Fleming Park
CPLID722,Northwest Arm
CPLID723,Meadowbrook Fields
CPLID724,Eddie Leblanc Field
CPLID725,Merv Sullivan Memorial Park
CPLID726,Canada Games Diamond - South Commons
CPLID727,Rockmanor Court
CPLID728,Western Commons
CPLID729,Beazley Field
CPLID73,Kearney Lake Connector Road
CPLID730,BMO Centre
CPLID731,Captain William Spry Community Centre
CPLID732,Carroll's Corner Community Centre
CPLID733,Cole Harbour Outdoor Pool & Tennis Court
CPLID734,Cole Harbour Place
CPLID735,Dartmouth Multi-Pad
CPLID737,Shore Rd - Caldwell to Romkey
CPLID738,Gander Ave - Montague to Smallwood
CPLID739,Atlantic St - Woodside Ferry Terminal to Pleasant
CPLID74,Wright/Garland/Williams
CPLID740,Windmill Rd - Seapoint to Bancroft
CPLID741,Courtney Rd - Alfred to Civic #74
CPLID742,Strath Ln - Rannoch to Raymoor
CPLID743,Trunk 3 (SMBR) - Sheppard's Run to Lakelands
CPLID744,Cobequid Rd (Design Only) - Judy Anne to Sucker Brook
CPLID745,Hammonds Plains Rd - Brookshire to Smith
CPLID746,Bedford Hwy - Walkway near Rocky Lake to Civic #1687
CPLID747,North Preston Rd Culvert Extension
CPLID748,Forest Hills Dr. AT Facility Planning
CPLID749,Wyse Rd./Sportsplex AT/Bikeway Planning
CPLID75,Acadia School
CPLID750,Mount Hope Ave to Woodside AT Facility and Alignment Planning
CPLID751,MacDonald Bridge Planning
CPLID752,Commodore Dr. AT Greenway Planning
CPLID753,Morris St - University Bike Lane Planning
CPLID754,Upper Water St Bicycle Connection between Barrington Greenway and Hollis Bike Lane Planning
CPLID755,Barrington St Greenway North Ext to Niobi Gate Planning
CPLID756,Devonshire Ave - Pedestrian and Bicycle Improvements
CPLID757,Chain of Lakes Bridge Resurface and Connection Upgrade to Greenway
CPLID758,Carroll's Corner (400m Greenway Extension)
CPLID759,SWEPS (Fall River)
CPLID76,Alderney Gate
CPLID760,Cole Harbour Parks and Trails (500m Greenway on Rehab lands)
CPLID761,Penhorn Lake (Greenway from Lake to Portland St.)
CPLID762,Halifax Urban Greenway Plan for Alignment
CPLID763,"Chain of Lakes Greenway (parking lot, amenities, signage)"
CPLID764,St. Margaret's Bay Rails to Trails Planning
CPLID765,Sackville Greenway
CPLID766,BR37 McQuarrie replacement
CPLID767,BR57 Walker - implement 2015 level 3 recommendations
CPLID768,BR 122 Shore Rd at Fisherman's Cove Replacement  - design only
CPLID769,BR 122 Shore Rd Repairs to Ped
CPLID77,Richmond Family Court
CPLID770,BR7 Forest Hills Ave - implement level 3 inspection
CPLID771,BR26 Lady Hammond Rd - implement level 3 inspection
CPLID772,BR118 Sackville Drive rehabilitation - design only
CPLID773,Swan Crescent - Carmella to End
CPLID774,Evans Drive - Halfway Lake to End
CPLID775,Birchpond Crt - Tara to End
CPLID776,Carmella Dr - Route 333 to Lot B22
CPLID777,Delmerle Dr - Tara to End
CPLID778,Denford Rd - Stoney Beach to Lot #42
CPLID779,Maple Dr - Terence Bay to Delmerle
CPLID78,Gardeners Cottage (Public Gardens)
CPLID780,Spruceview Dr - Denford to End
CPLID781,Tara Dr - Terence Bay to Birch
CPLID782,Prospect River Crt - Forest Glade to End
CPLID783,Jarrett Dr - Brookside to Lot 9
CPLID784,Shannon Rd - Tracey to Kelly
CPLID785,Bayshore Dr - Prospect to Lot 19
CPLID786,Tidal Way - Bayshore to End
CPLID787,Meadowbrook Dr - Off Earls to End
CPLID788,Waverley Rd
CPLID789,Miller Lake Rd
CPLID79,Halifax Regional Police Headquarters
CPLID790,Barrington St - North Marginal Rd to Africville Rd
CPLID791,MacKay Bridge Ramps
CPLID792,Birch Cove Rd
CPLID793,Dickson Ave
CPLID794,43 Brompton Rd to 68 Waynewood Dr
CPLID795,Clermont Cres Civic 63/67 to Trail
CPLID796,5 Landrace Cres to 28 Charlois Crt
CPLID797,44 Landrace Cres to 25 Anderson St
CPLID798,Pinecrest Dr to Brule St Wooden Stairs
CPLID799,Gander Ave
CPLID8,Bedford Highway. Ramp DV-B to Main
CPLID80,City Hall
CPLID800,Oakland Rd (Design Only)
CPLID801,HCR at roundabout - Concrete Wall
CPLID802,HCR at roundabout - T-Wall consultant investigation
CPLID803,Bedford Hwy (Rocky Lake to civic 1687)
CPLID804,Cliff St
CPLID805,Bedford Hwy (Oakmount to North Mall Entrance)
CPLID806,Pleasant St - Stephen to Civic #270
CPLID807,Alderney Dr - Queen to Portland
CPLID808,Prince St - Alderney to Portland
CPLID809,Strath Ln - Raymoor to Helene
CPLID81,Mabou Ave - Purcell's Cove to End
CPLID810,Barrington St - Duke to Blowers
CPLID811,Spring Garden Rd - Martello to Summer
CPLID812,Preston St - Watt to Payzant
CPLID813,Preston St - Quinpool to Pepperell
CPLID814,Cogswell St - North Park to Robie
CPLID815,Robie St - Young to Livingstone
CPLID816,Vestry St - Novalea to St. Paul's
CPLID817,Vestry St - Albert to Lynch
CPLID818,Vestry St - Novalea to Barrington
CPLID819,Devonshire Ave - Kaye to Russell
CPLID82,Sunnybrae Ave
CPLID820,Devonshire Ave - Richmond to Albert
CPLID821,Kempt Rd - Commission to Livingstone
CPLID822,Almon St - Robie to Civic #6034
CPLID823,Almon St - Robie to Civic #6055
CPLID824,Almon St - Gottingen to Isleville
CPLID825,Connolly St - Summit to Vienna
CPLID826,Connolly St - Almon to Berlin
CPLID827,Connolly St - Edinburgh to Almon
CPLID828,Connolly St - Cork to Liverpool
CPLID829,Connolly St - Bayers to Young
CPLID83,Rufus Ave - Birch to Alex
CPLID830,St Margaret`s Bay Rd - Quarry to Ferndale
CPLID831,Leiblin Dr - Rockingtone to Emerald
CPLID832,Bedford Hwy - North Mall Entrance to Oakmount
CPLID833,Lockview Rd - Limestone to Old Lockview
CPLID834,Old Lockview Crt - Lockview to End
CPLID835,Miller Lake Rd - Trunk 2 to End
CPLID836,Brompton Rd - Elswick to End
CPLID837,Elswick St - Everette to Brompton
CPLID838,Everette St - Pleasant to Elswick
CPLID839,Bissett Lake Rd - Bissett to End
CPLID84,Bel Ayr School
CPLID840,Cole Harbour Rd* - Bissett to Ross
CPLID841,Riley Rd - Trunk 7 to Cherry Brook
CPLID842,Smallwood Ave - Gander to Serpentine
CPLID843,Gander Ave - Montague to Smallwood
CPLID844,Alderney Dr (N) - King to Ochterloney
CPLID845,Alderney Dr (S) - Ochterloney to Kings Wharf
CPLID846,Murray Hill Dr - Wyndholme to Summit
CPLID847,View St - Murray Hill to Murray Hill
CPLID848,Beckfoot Dr - Peddars Way to End
CPLID849,Peddars Way - Manor to Oathill
CPLID85,Grosvenor Wentworth School
CPLID850,Strath Ln - Caledonia to Helene
CPLID851,Westwood Dr - Caledonia to End
CPLID852,Perth Dr - Strath to Westwood
CPLID853,Courtney Rd - Alfred to Windmill
CPLID854,Alfred St - Courtney to End
CPLID855,Farquharson St - Shawinigan to End
CPLID856,Landrace Cres - Clysdale to End
CPLID857,Cogswell St - Quinpool to Brunswick
CPLID858,Barrington St - Duke to Blowers
CPLID859,Spring Garden Rd - Barrington to Summer
CPLID86,Dunbrack St (W) - Langbrae to Farnham Gate
CPLID860,Preston St - Quinpool to Payzant
CPLID861,Vestry St - Novalea to Barrington
CPLID862,Devonshire Ave - Barrington to Duffus
CPLID863,Almon St - Oxford to Gottingen
CPLID864,Kempt Rd - Commission to Young
CPLID865,Robie St - Livingstone to Young
CPLID866,Windsor St - Bayers to Cork
CPLID867,Bayers Rd - Windsor to Oxford
CPLID868,Connolly St - Chebucto to Bayers
CPLID869,St Margaret's Bay Rd - Quarry to Douglas
CPLID87,Halifax Harbour Bridges (McKay)
CPLID870,George Dauphinee Ave - Bayers to 2731 Ralph Devlin
CPLID871,Inverness Ave - Purcell's Cove to Redwood
CPLID872,Birch Cove Ln - Kearney Lake to End
CPLID873,Dickson Ave - Woodbury to End
CPLID874,Scarlet Rd - Gateway to Parmbelle
CPLID875,Fox Glove Ln - Scarlet to End
CPLID876,Parmbelle Ln - Scarlet to Scarlet
CPLID877,Herring Cove Rd - Sarah to Hebridean
CPLID878,St Margaret's Bay Rd - Sheppard's to NSTIR Limits
CPLID879,Riverwood Dr - Eisener to Sprucewood (2nd Leg)
CPLID88,Frenchman Lake
CPLID880,Hammonds Plains Rd* - Lucasville to Kingswood
CPLID881,Jubilee Ln - Sackville to End
CPLID882,Baker Dr - Jubille to Civic #23
CPLID883,Jubilee Crt - Jubilee to End
CPLID884,Second Ave - Jubilee to First
CPLID885,Tillock Dr - McDougall to Prince
CPLID886,Tillock Crt - Tillock to End
CPLID887,Lydgate Dr - Metropolitan to Lumsden
CPLID888,Lynnville Dr - Lennox to Lyndgate
CPLID889,Glendale Dr - Riverside to 150m SE McDougall
CPLID89,Bay Look out Wharf
CPLID890,Doyle St - Hammonds Plains to Landsburg
CPLID891,Bedford Hwy - Hwy 102 to Rocky Lake
CPLID892,Lewis Dr - Hammonds Plains to Bernard
CPLID893,Bernard St - Olive to Lewis
CPLID894,Alderney Gate
CPLID895,Beazley Field
CPLID896,Bedford Outdoor Pool
CPLID897,BMO Centre
CPLID898,Captain William Spry Centre
CPLID899,Chocolate Lake Community Centre
CPLID9,Main Ave. Titus to Berts
CPLID90,Cumberland Dr
CPLID900,Cole Harbour Place
CPLID901,Commons
CPLID902,Commodore Drive
CPLID903,6838 Bayer's Road
CPLID904,6850 Bayer's Road
CPLID905,Fire Station #62
CPLID906,Eric Spicer Building
CPLID907,Station #8
CPLID908,City Hall
CPLID909,Cowie Hill Depot
CPLID91,Sackville Landing
CPLID910,Mackintosh Depot
CPLID911,Turner Drive Depot
CPLID912,Musquodoboit - Village Plaza Library
CPLID913,Dartmouth Ferry Terminal
CPLID914,200 Ilsley - Metro Transit
CPLID915,Needham Centre
CPLID916,North Branch Library
CPLID917,Dartmouth Ferry Terminal
CPLID918,Halifax Ferry Terminal
CPLID919,Halifax Regional Police Headquarters
CPLID92,Halifax Forum
CPLID920,Metropark Parkade
CPLID921,Canada Games Centre
