OBJECTID,FULL_NAME,STR_NAME,STR_TYPE,MIX_FULL,MIX_NAME,GSA_LEFT,GSA_RIGHT,STR_CODE_L,STR_CODE_R,Shape__Length
1000239,LESTER DR,LESTER,DR,Lester Dr,Lester,LAWRENCETOWN,LAWRENCETOWN,8020,8020,445.928858314255
1000240,LEVY RD,LEVY,RD,Levy Rd,Levy,HACKETTS COVE,HACKETTS COVE,8021,8021,423.560663942822
1000241,LEWISTON RD,LEWISTON,RD,Lewiston Rd,Lewiston,LOCHABER MINES,LOCHABER MINES,8023,8023,606.360707834501
1000242,LEXINGTON AVE,LEXINGTON,AVE,Lexington Ave,Lexington,FALL RIVER,FALL RIVER,8024,8024,1169.58234757002
1000243,LILLIAN DR,LILLIAN,DR,Lillian Dr,Lillian,LAWRENCETOWN,LAWRENCETOWN,8025,8025,1273.90341649355
1000244,LINDEN CRT,LINDEN,CRT,Linden Crt,Linden,COLE HARBOUR,COLE HARBOUR,8028,8028,293.811903830869
1000245,LINDSAY CRT,LINDSAY,CRT,Lindsay Crt,Lindsay,LOWER SACKVILLE,LOWER SACKVILLE,8029,8029,258.851518811685
1000246,LINDSAY LAKE RD,LINDSAY LAKE,RD,Lindsay Lake Rd,Lindsay Lake,LINDSAY LAKE,LINDSAY LAKE,8031,8031,1533.16708532883
1000247,LINTLOPS RD,LINTLOPS,RD,Lintlops Rd,Lintlops,MURPHY COVE,MURPHY COVE,8034,8034,1203.69717523489
1000248,LIPKUDAMOONK PATH,LIPKUDAMOONK,PATH,Lipkudamoonk Path,Lipkudamoonk,CLAM BAY,CLAM BAY,8035,8035,820.120205665045
1000249,LISA CRT,LISA,CRT,Lisa Crt,Lisa,HAMMONDS PLAINS,HAMMONDS PLAINS,8036,8036,290.020375216579
1000250,LISA ANN DR,LISA ANN,DR,Lisa Ann Dr,Lisa Ann,LAWRENCETOWN,LAWRENCETOWN,8037,8037,2220.09958676213
1000251,SEASCAPE LANE,SEASCAPE,LANE,Seascape Lane,Seascape,HERRING COVE,HERRING COVE,8038,8038,147.452583080424
1000252,RAYMOOR DR,RAYMOOR,DR,Raymoor Dr,Raymoor,DARTMOUTH,DARTMOUTH,6556,6556,1078.49004496461
1000253,OCONO CRT,OCONO,CRT,Ocono Crt,Ocono,DARTMOUTH,DARTMOUTH,6497,6497,78.8581339586176
1000254,OLAND CRT,OLAND,CRT,Oland Crt,Oland,DARTMOUTH,DARTMOUTH,6498,6498,198.4005428085
1000255,ORION CRT,ORION,CRT,Orion Crt,Orion,DARTMOUTH,DARTMOUTH,6501,6501,518.043114340077
1000256,ORQUEL CRT,ORQUEL,CRT,Orquel Crt,Orquel,DARTMOUTH,DARTMOUTH,6503,6503,208.948422215821
1000257,OSBORNE AVE,OSBORNE,AVE,Osborne Ave,Osborne,DARTMOUTH,DARTMOUTH,6504,6504,286.961230582005
1000258,OVERDALE LANE,OVERDALE,LANE,Overdale Lane,Overdale,DARTMOUTH,DARTMOUTH,6505,6505,461.831875690982
1000259,PARK AVE,PARK,AVE,Park Ave,Park,DARTMOUTH,DARTMOUTH,6508,6508,474.224995223516
1000260,PARK LANE,PARK,LANE,Park Lane,Park,DARTMOUTH,DARTMOUTH,6509,6509,80.5031805528699
1000261,PARKSTONE RD,PARKSTONE,RD,Parkstone Rd,Parkstone,DARTMOUTH,DARTMOUTH,6511,6511,402.868922857227
1000262,PARKSTONE TERR,PARKSTONE,TERR,Parkstone Terr,Parkstone,DARTMOUTH,DARTMOUTH,6512,6512,99.3798277984792
1000263,PARKVIEW LANE,PARKVIEW,LANE,Parkview Lane,Parkview,DARTMOUTH,DARTMOUTH,6513,6513,299.443090551263
1000264,PATRICIA LYNN CRT,PATRICIA LYNN,CRT,Patricia Lynn Crt,Patricia Lynn,DARTMOUTH,DARTMOUTH,6514,6514,190.396800395015
1000265,PATTERSON ST,PATTERSON,ST,Patterson St,Patterson,DARTMOUTH,DARTMOUTH,6515,6515,236.28786529527
1000266,PAUL DAVID CRT,PAUL DAVID,CRT,Paul David Crt,Paul David,DARTMOUTH,DARTMOUTH,6516,6516,369.290846924569
1000267,PELZANT ST,PELZANT,ST,Pelzant St,Pelzant,DARTMOUTH,DARTMOUTH,6520,6520,428.108000088395
1000268,PEMBROKE CRT,PEMBROKE,CRT,Pembroke Crt,Pembroke,DARTMOUTH,DARTMOUTH,6521,6521,245.224973267991
1000269,PETTIPAS DR,PETTIPAS,DR,Pettipas Dr,Pettipas,DARTMOUTH,DARTMOUTH,6524,6524,581.737860587406
1000270,PINE ST,PINE,ST,Pine St,Pine,DARTMOUTH,DARTMOUTH,6525,6525,747.006423110531
1000271,PINE HLLW,PINE,HLLW,Pine Hllw,Pine,DARTMOUTH,DARTMOUTH,6526,6526,103.649739642415
1000272,IRISHTOWN RD,IRISHTOWN,RD,Irishtown Rd,Irishtown,DARTMOUTH,DARTMOUTH,6527,6527,260.056324492199
1000273,PINECREST DR,PINECREST,DR,Pinecrest Dr,Pinecrest,DARTMOUTH,DARTMOUTH,6528,6528,1386.18525485645
1000274,PINEHILL RD,PINEHILL,RD,Pinehill Rd,Pinehill,DARTMOUTH,DARTMOUTH,6529,6529,604.78459282525
1000275,PINEWOOD DR,PINEWOOD,DR,Pinewood Dr,Pinewood,DARTMOUTH,DARTMOUTH,6530,6530,264.789101431515
1000276,PIPER ST,PIPER,ST,Piper St,Piper,DARTMOUTH,DARTMOUTH,6531,6531,291.406030238036
1000277,PLAZA DR,PLAZA,DR,Plaza Dr,Plaza,DARTMOUTH,DARTMOUTH,6532,6532,310.301286659696
1000278,POSEIDON CRT,POSEIDON,CRT,Poseidon Crt,Poseidon,DARTMOUTH,DARTMOUTH,6539,6539,154.284924192442
1000279,VIRGINIA DR,VIRGINIA,DR,Virginia Dr,Virginia,HAMMONDS PLAINS,HAMMONDS PLAINS,10957,10957,1369.51320879024
1000280,WATERFORD CRES,WATERFORD,CRES,Waterford Cres,Waterford,FALL RIVER,FALL RIVER,10961,10961,814.862207488092
1000281,WATERLOO WAY,WATERLOO,WAY,Waterloo Way,Waterloo,STILLWATER LAKE,STILLWATER LAKE,10962,10962,181.838163311132
1000282,WATSON LANE,WATSON,LANE,Watson Lane,Watson,WINDSOR JUNCTION,WINDSOR JUNCTION,10963,10963,238.889339683591
1000283,WEAVER CRT,WEAVER,CRT,Weaver Crt,Weaver,HAMMONDS PLAINS,HAMMONDS PLAINS,10964,10964,477.793482038553
1000284,WEBSTER RD,WEBSTER,RD,Webster Rd,Webster,CHASWOOD,CHASWOOD,10966,10966,748.906535817972
1000285,WEST HEAD LANE,WEST HEAD,LANE,West Head Lane,West Head,INGRAMPORT,INGRAMPORT,10968,10968,112.668711361258
1000286,WEST LOON VILLAGE RD,WEST LOON VILLAGE,RD,West Loon Village Rd,West Loon Village,WEST LOON LAKE,WEST LOON LAKE,10970,10970,2918.5905370389
1000287,WEST PENNANT RD,WEST PENNANT,RD,West Pennant Rd,West Pennant,WEST PENNANT,WEST PENNANT,10972,10972,4865.51900992958
1000288,THOMPSON DR,THOMPSON,DR,Thompson Dr,Thompson,WELLINGTON,WELLINGTON,8873,8873,323.974093836031
1000289,THORN AVE,THORN,AVE,Thorn Ave,Thorn,BEAVER BANK,BEAVER BANK,8874,8874,500.593164346608
1000290,THREE BRIDGES RD,THREE BRIDGES,RD,Three Bridges Rd,Three Bridges,WEST QUODDY,WEST QUODDY,8876,8876,538.105294089905
1000291,OLD MILL RD,OLD MILL,RD,Old Mill Rd,Old Mill,HAMMONDS PLAINS,HAMMONDS PLAINS,8362,8362,960.061558066953
1000292,OLD MINEVILLE RD,OLD MINEVILLE,RD,Old Mineville Rd,Old Mineville,WEST PORTERS LAKE,WEST PORTERS LAKE,8364,8364,788.362913245616
1000293,OLD POST RD,OLD POST,RD,Old Post Rd,Old Post,PORT DUFFERIN,PORT DUFFERIN,8368,8368,344.876432819299
1000294,OLD POST RD,OLD POST,RD,Old Post Rd,Old Post,HUBBARDS,HUBBARDS,8370,8370,332.743012125464
1000295,OLD SAMBRO RD,OLD SAMBRO,RD,Old Sambro Rd,Old Sambro,SAMBRO,SAMBRO,8372,8372,1399.01207398
1000296,OLD SCHOOL RD,OLD SCHOOL,RD,Old School Rd,Old School,UPPER TANTALLON,UPPER TANTALLON,8373,8373,998.255816471682
1000297,SCHOOLHOUSE RD,SCHOOLHOUSE,RD,Schoolhouse Rd,Schoolhouse,MOSER RIVER,MOSER RIVER,8374,8374,359.373704225451
1000298,OLD TRUNK RD,OLD TRUNK,RD,Old Trunk Rd,Old Trunk,OYSTER POND,OYSTER POND,8375,8375,620.936291530827
1000299,OLD TRUNK RD,OLD TRUNK,RD,Old Trunk Rd,Old Trunk,LANTZ,LANTZ,8376,8376,929.83153800254
1000300,OLD TRURO RD,OLD TRURO,RD,Old Truro Rd,Old Truro,ELMSDALE,ELMSDALE,8377,8377,1437.84354795561
1000301,DUSTAN LANE,DUSTAN,LANE,Dustan Lane,Dustan,DARTMOUTH,DARTMOUTH,15016,15016,110.112893826458
1000302,PRENTICE LANE,PRENTICE,LANE,Prentice Lane,Prentice,DARTMOUTH,DARTMOUTH,15018,15018,238.824317129422
1000303,COLFORD AVE,COLFORD,AVE,Colford Ave,Colford,DARTMOUTH,DARTMOUTH,15019,15019,692.388607502925
1000304,REDDEN LANE,REDDEN,LANE,Redden Lane,Redden,DARTMOUTH,DARTMOUTH,15022,15022,113.54164465756
1000305,LAKE WALKWAY,LAKE WALKWAY, ,Lake Walkway,Lake Walkway,DARTMOUTH,DARTMOUTH,15024,15024,106.726923189684
1000306,CAIRNDOW DR,CAIRNDOW,DR,Cairndow Dr,Cairndow,DARTMOUTH,DARTMOUTH,15025,15025,126.282282533353
1000307,ROSECROFT DR,ROSECROFT,DR,Rosecroft Dr,Rosecroft,DARTMOUTH,DARTMOUTH,15026,15026,71.2037518449242
1000308,GERALD ST,GERALD,ST,Gerald St,Gerald,DARTMOUTH,DARTMOUTH,15027,15027,94.0315090776656
1000309,FORTRESS DR,FORTRESS,DR,Fortress Dr,Fortress,FERGUSONS COVE,FERGUSONS COVE,15031,15031,1035.88997861652
1000310,LAMBERT LANE,LAMBERT,LANE,Lambert Lane,Lambert,TIMBERLEA,TIMBERLEA,15034,15034,135.634712575026
1000311,RUSTIC RG,RUSTIC,RG,Rustic Rg,Rustic,UPPER TANTALLON,UPPER TANTALLON,15039,15039,728.36050951491
1000312,HALO LANE,HALO,LANE,Halo Lane,Halo,COLE HARBOUR,COLE HARBOUR,15041,15041,113.208072507139
1000313,WESTPHAL WAY,WESTPHAL,WAY,Westphal Way,Westphal,WESTPHAL,WESTPHAL,15042,15042,167.8116189459
1000314,LANDSDOWN DR,LANDSDOWN,DR,Landsdown Dr,Landsdown,COLE HARBOUR,COLE HARBOUR,15043,15043,264.798150728554
1000315,BOUNDARY RD,BOUNDARY,RD,Boundary Rd,Boundary,SHEARWATER,SHEARWATER,15044,15044,1074.4415532949
1000316,FINDLAY RD,FINDLAY,RD,Findlay Rd,Findlay,CONROD SETTLEMENT,CONROD SETTLEMENT,9933,9933,1128.85969117964
1000317,DEER RUN,DEER,RUN,Deer Run,Deer,GLEN HAVEN,GLEN HAVEN,9934,9934,197.523640295153
1000318,OAK HILL DR,OAK HILL,DR,Oak Hill Dr,Oak Hill,CARROLLS CORNER,CARROLLS CORNER,9938,9938,481.414807087102
1000319,CAMP RD,CAMP,RD,Camp Rd,Camp,CONROD SETTLEMENT,CONROD SETTLEMENT,10005,10005,413.359070766045
1000320,MISTYWATER LANE,MISTYWATER,LANE,Mistywater Lane,Mistywater,LAKE CHARLOTTE,LAKE CHARLOTTE,10012,10012,406.746064274397
1000321,BIRCHVIEW DR,BIRCHVIEW,DR,Birchview Dr,Birchview,LAKE CHARLOTTE,LAKE CHARLOTTE,10013,10013,741.654293852497
1000322,MURRAY RD,MURRAY,RD,Murray Rd,Murray,POPES HARBOUR,POPES HARBOUR,10016,10016,583.85196797424
1000323,AUGUSTA LANE,AUGUSTA,LANE,Augusta Lane,Augusta,SHEET HARBOUR,SHEET HARBOUR,10017,10017,141.631186836566
1000324,ANAHID DR,ANAHID,DR,Anahid Dr,Anahid,HAMMONDS PLAINS,HAMMONDS PLAINS,10069,10069,530.393327429208
1000325,ANDREWS POINT RD,ANDREWS POINT,RD,Andrews Point Rd,Andrews Point,HARRIGAN COVE,HARRIGAN COVE,10072,10072,213.169391723168
1000326,ANGELA RD,ANGELA,RD,Angela Rd,Angela,MEAGHERS GRANT,MEAGHERS GRANT,10073,10073,548.026570235597
1000327,FORTUNE LANE,FORTUNE,LANE,Fortune Lane,Fortune,HEAD OF CHEZZETCOOK,HEAD OF CHEZZETCOOK,10021,10021,152.872027155091
1000328,LOGAN RD,LOGAN,RD,Logan Rd,Logan,DUTCH SETTLEMENT,DUTCH SETTLEMENT,8053,8053,4206.30598480923
1000329,LOGGEN RD,LOGGEN,RD,Loggen Rd,Loggen,MIDDLE SACKVILLE,MIDDLE SACKVILLE,8054,8054,994.081773526507
1000330,ROCKY BROOK LANE,ROCKY BROOK,LANE,Rocky Brook Lane,Rocky Brook,BEAVER HARBOUR,BEAVER HARBOUR,10019,10019,458.929292598111
1000331,NOTTINGHAM DR,NOTTINGHAM,DR,Nottingham Dr,Nottingham,STILLWATER LAKE,STILLWATER LAKE,8315,8315,758.48057487774
1000332,NOTTINGHAM LANE,NOTTINGHAM,LANE,Nottingham Lane,Nottingham,FALL RIVER,FALL RIVER,8316,8316,383.140772953349
1000333,NOVA TERR,NOVA,TERR,Nova Terr,Nova,COLE HARBOUR,COLE HARBOUR,8318,8318,1060.94648074799
1000334,OCONNELL DR,OCONNELL,DR,Oconnell Dr,Oconnell,PORTERS LAKE,PORTERS LAKE,8320,8320,1596.53347349267
1000335,OAK LANE,OAK,LANE,Oak Lane,Oak,TIMBERLEA,TIMBERLEA,8323,8323,354.467553713807
1000336,OAK RIDGE LANE,OAK RIDGE,LANE,Oak Ridge Lane,Oak Ridge,WAVERLEY,WAVERLEY,8327,8327,305.272492353284
1000337,OAKDALE DR,OAKDALE,DR,Oakdale Dr,Oakdale,LOWER SACKVILLE,LOWER SACKVILLE,8328,8328,278.768814897205
1000338,OAKES RD,OAKES,RD,Oakes Rd,Oakes,FALL RIVER,FALL RIVER,8330,8330,932.309387719123
1000339,OAKFIELD PARK RD,OAKFIELD PARK,RD,Oakfield Park Rd,Oakfield Park,OAKFIELD,OAKFIELD,8331,8331,4258.69893054833
1000340,OAKVALE CRT,OAKVALE,CRT,Oakvale Crt,Oakvale,TIMBERLEA,TIMBERLEA,8337,8337,219.027329610631
1000341,WEST SHIP HARBOUR RD,WEST SHIP HARBOUR,RD,West Ship Harbour Rd,West Ship Harbour,DEBAIES COVE,DEBAIES COVE,10975,10975,2091.55796257399
1000342,TRINITY LANE,TRINITY,LANE,Trinity Lane,Trinity,BEAVER BANK,BEAVER BANK,8895,8895,1843.42178577581
1000343,TRUNDLE CRES,TRUNDLE,CRES,Trundle Cres,Trundle,MIDDLE SACKVILLE,MIDDLE SACKVILLE,8897,8897,442.44091413267
1000344,MANUEL RD,MANUEL,RD,Manuel Rd,Manuel,GLEN HAVEN,GLEN HAVEN,9203,9203,508.633831449343
1000345,GUS FLEMMING DR,GUS FLEMMING,DR,Gus Flemming Dr,Gus Flemming,KETCH HARBOUR,KETCH HARBOUR,9204,9204,184.907927378947
1000346,JACQUELINE PURCELL DR,JACQUELINE PURCELL,DR,Jacqueline Purcell Dr,Jacqueline Purcell,PORTUGUESE COVE,PORTUGUESE COVE,9205,9205,327.406241182638
1000347,NORTHERN HEAD RD,NORTHERN HEAD,RD,Northern Head Rd,Northern Head,PORTUGUESE COVE,PORTUGUESE COVE,9206,9206,240.621685065616
1000348,MIDDLE VILLAGE RD,MIDDLE VILLAGE,RD,Middle Village Rd,Middle Village,WEST DOVER,WEST DOVER,9209,9209,1559.3907941257
1000349,COVE CRES,COVE,CRES,Cove Cres,Cove,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,9210,9210,229.261181392704
1000350,GROVE RD,GROVE,RD,Grove Rd,Grove,GOFFS,GOFFS,9904,9904,893.1737973212
1000351,KARLA LANE,KARLA,LANE,Karla Lane,Karla,HATCHET LAKE,HATCHET LAKE,9909,9909,277.661750057184
1000352,LONGARDS RD,LONGARDS,RD,Longards Rd,Longards,TANTALLON,TANTALLON,8059,8059,1969.82023097934
1000353,LONGBURN DR,LONGBURN,DR,Longburn Dr,Longburn,HAMMONDS PLAINS,HAMMONDS PLAINS,8060,8060,514.023705954541
1000354,LONGVIEW CRES,LONGVIEW,CRES,Longview Cres,Longview,TANTALLON,TANTALLON,8062,8062,246.538965352032
1000355,LOON LANE,LOON,LANE,Loon Lane,Loon,THREE FATHOM HARBOUR,THREE FATHOM HARBOUR,8063,8063,141.475166629365
1000356,LOON LOOP,LOON,LOOP,Loon Loop,Loon,SHEET HARBOUR,SHEET HARBOUR,8064,8064,2181.36090347148
1000357,LORIANN DR,LORIANN,DR,Loriann Dr,Loriann,PORTERS LAKE,PORTERS LAKE,8066,8066,1464.1843344079
1000358,LORNE DR,LORNE,DR,Lorne Dr,Lorne,WESTPHAL,WESTPHAL,8068,8068,229.203265656509
1000359,LOUISE CRT,LOUISE,CRT,Louise Crt,Louise,LOWER SACKVILLE,LOWER SACKVILLE,8070,8070,157.420176296748
1000360,LOWER GOVERNOR ST,LOWER GOVERNOR,ST,Lower Governor St,Lower Governor,EAST PRESTON,EAST PRESTON,8071,8071,876.887129151205
1000361,LOWER PARTRIDGE RIVER RD,LOWER PARTRIDGE RIVER,RD,Lower Partridge River Rd,Lower Partridge River,EAST PRESTON,EAST PRESTON,8073,8073,1850.45091649665
1000362,LOWER PROSPECT RD,LOWER PROSPECT,RD,Lower Prospect Rd,Lower Prospect,LOWER PROSPECT,LOWER PROSPECT,8074,8074,1606.41279623372
1000363,LOWER PROSPECT BRANCH LANE,LOWER PROSPECT BRANCH,LANE,Lower Prospect Branch Lane,Lower Prospect Branch,LOWER PROSPECT,LOWER PROSPECT,8075,8075,413.586500962323
1000364,WITTENBURG RD,WITTENBURG,RD,Wittenburg Rd,Wittenburg,CHASWOOD,CHASWOOD,8077,8077,5643.9216461398
1000365,OCEANIC DR,OCEANIC,DR,Oceanic Dr,Oceanic,EAST LAWRENCETOWN,EAST LAWRENCETOWN,8339,8339,1746.25537617542
1000366,OCEANLEA DR,OCEANLEA,DR,Oceanlea Dr,Oceanlea,EASTERN PASSAGE,EASTERN PASSAGE,8340,8340,1067.95734723831
1000367,OCEANBREEZE AVE,OCEANBREEZE,AVE,Oceanbreeze Ave,Oceanbreeze,HERRING COVE,HERRING COVE,8341,8341,540.9832382014
1000368,OCEANVIEW SCHOOL RD,OCEANVIEW SCHOOL,RD,Oceanview School Rd,Oceanview School,EASTERN PASSAGE,EASTERN PASSAGE,8343,8343,503.611571006825
1000369,OFFICER CRES,OFFICER,CRES,Officer Cres,Officer,BEAVER BANK,BEAVER BANK,8344,8344,610.280207228314
1000370,JULIEN LANE,JULIEN,LANE,Julien Lane,Julien,WEST PORTERS LAKE,WEST PORTERS LAKE,8348,8348,505.011722189836
1000371,OLD CABIN RD,OLD CABIN,RD,Old Cabin Rd,Old Cabin,LAKE CHARLOTTE,LAKE CHARLOTTE,8350,8350,1599.37299014672
1000372,OLD COACH RD,OLD COACH,RD,Old Coach Rd,Old Coach,GOODWOOD,GOODWOOD,8351,8351,1068.04740892113
1000373,OLD HALIFAX RD,OLD HALIFAX,RD,Old Halifax Rd,Old Halifax,GLEN HAVEN,GLEN HAVEN,8357,8357,5588.31683721582
1000374,WYSE RD,WYSE,RD,Wyse Rd,Wyse,MEAGHERS GRANT,MEAGHERS GRANT,11002,11002,4922.56991205353
1000375,YOUTH CAMP RD,YOUTH CAMP,RD,Youth Camp Rd,Youth Camp,BAYSIDE,BAYSIDE,11005,11005,557.762840143869
1000376,TUTOR CRT,TUTOR,CRT,Tutor Crt,Tutor,DARTMOUTH,DARTMOUTH,15006,15006,195.873232692982
1000377,MACLEAN AVE,MACLEAN,AVE,Maclean Ave,Maclean,DARTMOUTH,DARTMOUTH,15007,15007,219.318327019234
1000378,COMMODORE DR,COMMODORE,DR,Commodore Dr,Commodore,DARTMOUTH,DARTMOUTH,15008,15008,5088.45006390293
1000379,ROYLES AVE,ROYLES,AVE,Royles Ave,Royles,DARTMOUTH,DARTMOUTH,15009,15009,247.878650193432
1000380,RONALD SMITH AVE,RONALD SMITH,AVE,Ronald Smith Ave,Ronald Smith,DARTMOUTH,DARTMOUTH,10834,10834,352.041783023127
1000381,RYANS RIDGE CRT,RYANS RIDGE,CRT,Ryans Ridge Crt,Ryans Ridge,LOWER SACKVILLE,LOWER SACKVILLE,8601,8601,337.629342699488
1000382,HALIBURTON AVE,HALIBURTON,AVE,Haliburton Ave,Haliburton,DARTMOUTH,DARTMOUTH,15010,15010,150.904197815806
1000383,WEST SHIP HARBOUR RD,WEST SHIP HARBOUR,RD,West Ship Harbour Rd,West Ship Harbour,LOWER SHIP HARBOUR,LOWER SHIP HARBOUR,10976,10976,7385.2928950548
1000384,WEST SHIP HARBOUR RD,WEST SHIP HARBOUR,RD,West Ship Harbour Rd,West Ship Harbour,OWLS HEAD,OWLS HEAD,10977,10977,4728.6648177173
1000385,WESTHAVER RD,WESTHAVER,RD,Westhaver Rd,Westhaver,GLEN MARGARET,GLEN MARGARET,10981,10981,502.953085629206
1000386,WESTVIEW DR,WESTVIEW,DR,Westview Dr,Westview,LAWRENCETOWN,LAWRENCETOWN,10983,10983,214.934935014124
1000387,PAPER BIRCH PL,PAPER BIRCH,PL,Paper Birch Pl,Paper Birch,UPPER TANTALLON,UPPER TANTALLON,10986,10986,249.71811839746
1000388,WHITES LANE,WHITES,LANE,Whites Lane,Whites,WINDSOR JUNCTION,WINDSOR JUNCTION,10990,10990,264.925878102969
1000389,CLARENCE ST,CLARENCE,ST,Clarence St,Clarence,NORTH PRESTON,NORTH PRESTON,10991,10991,301.923765733855
1000390,WINGING POINT RD,WINGING POINT,RD,Winging Point Rd,Winging Point,SPRY BAY,SPRY BAY,10994,10994,489.75092952933
1000391,WELKIN DR,WELKIN,DR,Welkin Dr,Welkin,BEAVER BANK,BEAVER BANK,10997,10997,434.835474770485
1000392,TOWER RD,TOWER,RD,Tower Rd,Tower,HEAD OF CHEZZETCOOK,HEAD OF CHEZZETCOOK,8887,8887,1067.72836245561
1000393,TRAFALGAR TURN,TRAFALGAR,TURN,Trafalgar Turn,Trafalgar,STILLWATER LAKE,STILLWATER LAKE,8889,8889,147.841740010129
1000394,TREVOR AVE,TREVOR,AVE,Trevor Ave,Trevor,FALL RIVER,FALL RIVER,8890,8890,689.872948021425
1000395,TREVOR DR,TREVOR,DR,Trevor Dr,Trevor,LAWRENCETOWN,LAWRENCETOWN,8891,8891,310.507698682104
1000396,TRIBUNE CRT,TRIBUNE,CRT,Tribune Crt,Tribune,HERRING COVE,HERRING COVE,8892,8892,98.4073162541059
1000397,LITTLE HARBOUR RD,LITTLE HARBOUR,RD,Little Harbour Rd,Little Harbour,LITTLE HARBOUR,LITTLE HARBOUR,8039,8039,4203.01035335626
1000398,SCANLAN POINT RD,SCANLAN POINT,RD,Scanlan Point Rd,Scanlan Point,LITTLE HARBOUR,LITTLE HARBOUR,8040,8040,513.153516445019
1000399,NORDIC CRT,NORDIC,CRT,Nordic Crt,Nordic,LOWER SACKVILLE,LOWER SACKVILLE,8302,8302,99.9035379536366
1000400,NORIA CRES,NORIA,CRES,Noria Cres,Noria,MIDDLE SACKVILLE,MIDDLE SACKVILLE,8303,8303,658.528541019948
1000401,NORMAN BLVD,NORMAN,BLVD,Norman Blvd,Norman,HAMMONDS PLAINS,HAMMONDS PLAINS,8304,8304,3956.32404538932
1000402,NORMANS LANE,NORMANS,LANE,Normans Lane,Normans,BARKHOUSE SETTLEMENT,BARKHOUSE SETTLEMENT,8305,8305,123.655680671486
1000403,NORTH FORK RD,NORTH FORK,RD,North Fork Rd,North Fork,OAKFIELD,OAKFIELD,8307,8307,606.445216684859
1000404,NORTH GREEN RD,NORTH GREEN,RD,North Green Rd,North Green,LAKESIDE,LAKESIDE,8308,8308,832.53273334427
1000405,SUNSET COVE RD,SUNSET COVE,RD,Sunset Cove Rd,Sunset Cove,THREE FATHOM HARBOUR,THREE FATHOM HARBOUR,8309,8309,167.254130279249
1000406,NORTHWOOD RD,NORTHWOOD,RD,Northwood Rd,Northwood,HAMMONDS PLAINS,HAMMONDS PLAINS,8311,8311,359.027145896192
1000407,NORWOOD CRT,NORWOOD,CRT,Norwood Crt,Norwood,PORTERS LAKE,PORTERS LAKE,8313,8313,629.231661206909
1000408,ROLAND NORWOOD DR,ROLAND NORWOOD,DR,Roland Norwood Dr,Roland Norwood,LAKE ECHO,LAKE ECHO,8314,8314,561.244756593064
1000409,TWIN LANE,TWIN,LANE,Twin Lane,Twin,EASTERN PASSAGE,EASTERN PASSAGE,10952,10952,135.98761535881
1000410,HIGHWAY 374,HIGHWAY 374, ,Highway 374,Highway 374,LOCHABER MINES,LOCHABER MINES,8688,8688,10733.0895407933
1000411,SHEFFIELD CRT,SHEFFIELD,CRT,Sheffield Crt,Sheffield,FALL RIVER,FALL RIVER,8690,8690,356.364767570682
1000412,SHELDRAKE CRES,SHELDRAKE,CRES,Sheldrake Cres,Sheldrake,HUBLEY,HUBLEY,8691,8691,969.493431789957
1000413,SHELLY CRES,SHELLY,CRES,Shelly Cres,Shelly,GAETZ BROOK,GAETZ BROOK,8693,8693,712.465579131416
1000414,SHEPHERDS LANE,SHEPHERDS,LANE,Shepherds Lane,Shepherds,LAWRENCETOWN,LAWRENCETOWN,8694,8694,1669.02253795367
1000415,SHERRI LANE,SHERRI,LANE,Sherri Lane,Sherri,BEAVER BANK,BEAVER BANK,8695,8695,958.943385949882
1000416,ABBEY RD,ABBEY,RD,Abbey Rd,Abbey,STILLWATER LAKE,STILLWATER LAKE,10059,10059,2586.73848624038
1000417,ALBEN LANE,ALBEN,LANE,Alben Lane,Alben,WELLINGTON,WELLINGTON,10063,10063,1008.61251483219
1000418,ALEXANDER RD,ALEXANDER,RD,Alexander Rd,Alexander,HARTLIN SETTLEMENT,HARTLIN SETTLEMENT,10064,10064,262.181265166479
1000419,ANN CRT,ANN,CRT,Ann Crt,Ann,FERGUSONS COVE,FERGUSONS COVE,10075,10075,155.802442546484
1000420,ANTRIM RD,ANTRIM,RD,Antrim Rd,Antrim,CARROLLS CORNER,CARROLLS CORNER,10077,10077,8710.13861099912
1000421,IRVINE PL,IRVINE,PL,Irvine Pl,Irvine,FALL RIVER,FALL RIVER,10079,10079,184.24813029471
1000422,SELLARS HEAD RD,SELLARS HEAD,RD,Sellars Head Rd,Sellars Head,SEAFORTH,SEAFORTH,10023,10023,651.756534035215
1000423,NEHALENNIA WAY,NEHALENNIA,WAY,Nehalennia Way,Nehalennia,SEAFORTH,SEAFORTH,10025,10025,126.699905203543
1000424,BIRCH LANE,BIRCH,LANE,Birch Lane,Birch,UPPER LAKEVILLE,UPPER LAKEVILLE,10029,10029,332.025785486128
1000425,MACDONALD COVE RD,MACDONALD COVE,RD,Macdonald Cove Rd,Macdonald Cove,HARRIGAN COVE,HARRIGAN COVE,8097,8097,2770.89462759841
1000426,MACKENZIE RD,MACKENZIE,RD,Mackenzie Rd,Mackenzie,POPES HARBOUR,POPES HARBOUR,8103,8103,367.690990407938
1000427,MACKEREL COVE RD,MACKEREL COVE,RD,Mackerel Cove Rd,Mackerel Cove,TANTALLON,TANTALLON,8104,8104,789.153301974951
1000428,MACLAUGHLIN RD,MACLAUGHLIN,RD,Maclaughlin Rd,Maclaughlin,WESTPHAL,WESTPHAL,8106,8106,880.139360085241
