OBJECTID,FULL_NAME,STR_NAME,STR_TYPE,MIX_FULL,MIX_NAME,GSA_LEFT,GSA_RIGHT,STR_CODE_L,STR_CODE_R,Shape__Length
1000429,MACNAB AVE,MACNAB,AVE,Macnab Ave,Macnab,EASTERN PASSAGE,EASTERN PASSAGE,8107,8107,439.775999424203
1000430,MACPHEE CRES,MACPHEE,CRES,Macphee Cres,Macphee,BEAVER BANK,BEAVER BANK,8108,8108,1000.06098991668
1000431,MADELINE AVE,MADELINE,AVE,Madeline Ave,Madeline,LOWER SACKVILLE,LOWER SACKVILLE,8111,8111,379.313268034151
1000432,MADOS DR,MADOS,DR,Mados Dr,Mados,WELLINGTON,WELLINGTON,8112,8112,234.609268922555
1000433,MAGNOLIA CRT,MAGNOLIA,CRT,Magnolia Crt,Magnolia,UPPER TANTALLON,UPPER TANTALLON,8113,8113,115.1266096103
1000434,MAHAR DR,MAHAR,DR,Mahar Dr,Mahar,SHAD BAY,SHAD BAY,8114,8114,677.561717209215
1000435,MAJESTIC AVE,MAJESTIC,AVE,Majestic Ave,Majestic,BEAVER BANK,BEAVER BANK,8115,8115,993.943238883497
1000436,MALIK CRT,MALIK,CRT,Malik Crt,Malik,LOWER SACKVILLE,LOWER SACKVILLE,8117,8117,175.191378905427
1000437,OLDHAM RD,OLDHAM,RD,Oldham Rd,Oldham,OLDHAM,OLDHAM,8379,8379,5125.6735011247
1000438,OLIVER ST,OLIVER,ST,Oliver St,Oliver,BEECHVILLE,BEECHVILLE,8381,8381,276.016268831669
1000439,OSBORNE DR,OSBORNE,DR,Osborne Dr,Osborne,EASTERN PASSAGE,EASTERN PASSAGE,8385,8385,596.185336218261
1000440,OTAGO DR,OTAGO,DR,Otago Dr,Otago,COLE HARBOUR,COLE HARBOUR,8389,8389,269.610032276342
1000441,OTTER LANE,OTTER,LANE,Otter Lane,Otter,WEST PORTERS LAKE,WEST PORTERS LAKE,8390,8390,448.29976214742
1000442,OVERBROOK DR,OVERBROOK,DR,Overbrook Dr,Overbrook,WAVERLEY,WAVERLEY,8391,8391,479.770826505525
1000443,PACIFIC AVE,PACIFIC,AVE,Pacific Ave,Pacific,COLE HARBOUR,COLE HARBOUR,8393,8393,252.390270743514
1000444,MAGNIFICENT AVE,MAGNIFICENT,AVE,Magnificent Ave,Magnificent,SHEARWATER,SHEARWATER,15045,15045,1894.97246595341
1000445,BONAVENTURE ST,BONAVENTURE,ST,Bonaventure St,Bonaventure,SHEARWATER,SHEARWATER,15047,15047,1222.45116073469
1000446,LABRADOR AVE,LABRADOR,AVE,Labrador Ave,Labrador,SHEARWATER,SHEARWATER,15048,15048,448.896864154012
1000447,SECOND ST,SECOND,ST,Second St,Second,LAKESIDE,LAKESIDE,8664,8664,157.888407671626
1000448,JONAH DR,JONAH,DR,Jonah Dr,Jonah,ENFIELD,ENFIELD,8665,8665,614.393014050874
1000449,SEDGEMOOR CRT,SEDGEMOOR,CRT,Sedgemoor Crt,Sedgemoor,COLE HARBOUR,COLE HARBOUR,8668,8668,156.247471931413
1000450,SELIG ST,SELIG,ST,Selig St,Selig,COLE HARBOUR,COLE HARBOUR,8671,8671,218.176091984964
1000451,SERPENTINE AVE,SERPENTINE,AVE,Serpentine Ave,Serpentine,LAKE LOON,LAKE LOON,8674,8674,325.323886391637
1000452,SETTER LANE,SETTER,LANE,Setter Lane,Setter,BEAVER BANK,BEAVER BANK,8675,8675,186.991961938854
1000453,PEBBLEBEACH LANE,PEBBLEBEACH,LANE,Pebblebeach Lane,Pebblebeach,CLAM BAY,CLAM BAY,10030,10030,179.735060967458
1000454,HUTCHINSON RD,HUTCHINSON,RD,Hutchinson Rd,Hutchinson,COLLEGE LAKE,COLLEGE LAKE,10031,10031,207.818690558488
1000455,DEANERY RD,DEANERY,RD,Deanery Rd,Deanery,LOWER SHIP HARBOUR,LOWER SHIP HARBOUR,10033,10033,550.627060744838
1000456,SALMON HOLE LOOP,SALMON HOLE,LOOP,Salmon Hole Loop,Salmon Hole,MOSER RIVER,MOSER RIVER,10039,10039,954.806153399983
1000457,OCEAN DR,OCEAN,DR,Ocean Dr,Ocean,MUSHABOOM,MUSHABOOM,10040,10040,511.772780111602
1000458,WILLYS LANE,WILLYS,LANE,Willys Lane,Willys,MUSHABOOM,MUSHABOOM,10041,10041,254.209678763662
1000459,NANAMAN LANE,NANAMAN,LANE,Nanaman Lane,Nanaman,PLEASANT VALLEY,PLEASANT VALLEY,10046,10046,410.499529483486
1000460,URQUHARTS LANE,URQUHARTS,LANE,Urquharts Lane,Urquharts,CHASWOOD,CHASWOOD,10048,10048,607.446374133284
1000461,STILLWATER RUN,STILLWATER,RUN,Stillwater Run,Stillwater,MILL LAKE,MILL LAKE,10049,10049,874.136835163704
1000462,BREAKER LANE,BREAKER,LANE,Breaker Lane,Breaker,MILL LAKE,MILL LAKE,10050,10050,541.230877188597
1000463,GRAY JAY WAY,GRAY JAY,WAY,Gray Jay Way,Gray Jay,MILL LAKE,MILL LAKE,10053,10053,134.458667451579
1000464,BEDFORD ST,BEDFORD,ST,Bedford St,Bedford,DARTMOUTH,DARTMOUTH,15012,15012,266.084521661758
1000465,RIXDALE DR,RIXDALE,DR,Rixdale Dr,Rixdale,DARTMOUTH,DARTMOUTH,15013,15013,172.550580862455
1000466,COTTAGE HILL DR,COTTAGE HILL,DR,Cottage Hill Dr,Cottage Hill,DARTMOUTH,DARTMOUTH,15014,15014,104.254134473606
1000467,JOSEY RD,JOSEY,RD,Josey Rd,Josey,SPRY BAY,SPRY BAY,9910,9910,857.053488954739
1000468,BLUE JAY LANE,BLUE JAY,LANE,Blue Jay Lane,Blue Jay,HAMMONDS PLAINS,HAMMONDS PLAINS,9912,9912,538.49006147632
1000469,MERCURY AVE,MERCURY,AVE,Mercury Ave,Mercury,HARRIETSFIELD,HARRIETSFIELD,9916,9916,1121.94601832516
1000470,SPRUCEBROOK LANE,SPRUCEBROOK,LANE,Sprucebrook Lane,Sprucebrook,TIMBERLEA,TIMBERLEA,9917,9917,365.808666821358
1000471,SWORDFISH DR,SWORDFISH,DR,Swordfish Dr,Swordfish,SHEARWATER,SHEARWATER,9918,9918,1209.41419519995
1000472,FOX PEN RD,FOX PEN,RD,Fox Pen Rd,Fox Pen,TANTALLON,TANTALLON,9919,9919,311.568822760628
1000473,MEADOWLANDS PARK DR,MEADOWLANDS PARK,DR,Meadowlands Park Dr,Meadowlands Park,LOWER SACKVILLE,LOWER SACKVILLE,9920,9920,376.043986667979
1000474,HORSESHOE TURN,HORSESHOE,TURN,Horseshoe Turn,Horseshoe,EAST LAWRENCETOWN,EAST LAWRENCETOWN,9922,9922,859.79014336579
1000475,DUNDEE ST,DUNDEE,ST,Dundee St,Dundee,STILLWATER LAKE,STILLWATER LAKE,9923,9923,237.174021824743
1000476,OXFORD CRT,OXFORD,CRT,Oxford Crt,Oxford,STILLWATER LAKE,STILLWATER LAKE,9924,9924,148.262858168779
1000477,LITTLE POINT LANE,LITTLE POINT,LANE,Little Point Lane,Little Point,HERRING COVE,HERRING COVE,9928,9928,305.923882078635
1000478,DEEPWOOD LNDG,DEEPWOOD,LNDG,Deepwood Lndg,Deepwood,GAETZ BROOK,GAETZ BROOK,9929,9929,460.807500751056
1000479,LUANN DR,LUANN,DR,Luann Dr,Luann,WESTPHAL,WESTPHAL,8080,8080,324.558902724038
1000480,LUCASVILLE RD,LUCASVILLE,RD,Lucasville Rd,Lucasville,HAMMONDS PLAINS,HAMMONDS PLAINS,8081,8081,3978.76955526022
1000481,LUNDY DR,LUNDY,DR,Lundy Dr,Lundy,WESTPHAL,WESTPHAL,8084,8084,787.119554224353
1000482,LUPIN LANE,LUPIN,LANE,Lupin Lane,Lupin,HARRIGAN COVE,HARRIGAN COVE,8085,8085,292.810308527877
1000483,LUPIN LANE,LUPIN,LANE,Lupin Lane,Lupin,HATCHET LAKE,HATCHET LAKE,8087,8087,441.397437780741
1000484,LYDGATE DR,LYDGATE,DR,Lydgate Dr,Lydgate,LOWER SACKVILLE,LOWER SACKVILLE,8088,8088,252.288608025103
1000485,LYLA DR,LYLA,DR,Lyla Dr,Lyla,LAWRENCETOWN,LAWRENCETOWN,8089,8089,361.424602428147
1000486,LYLEWOOD DR,LYLEWOOD,DR,Lylewood Dr,Lylewood,MIDDLE SACKVILLE,MIDDLE SACKVILLE,8090,8090,1458.71861669534
1000487,LYNN CRT,LYNN,CRT,Lynn Crt,Lynn,LOWER SACKVILLE,LOWER SACKVILLE,8091,8091,184.728760174007
1000488,LYNNVILLE DR,LYNNVILLE,DR,Lynnville Dr,Lynnville,LOWER SACKVILLE,LOWER SACKVILLE,8093,8093,394.615554489
1000489,LYNWOOD DR,LYNWOOD,DR,Lynwood Dr,Lynwood,BROOKSIDE,BROOKSIDE,8094,8094,817.953403791
1000490,OLD LAKE ECHO RD,OLD LAKE ECHO,RD,Old Lake Echo Rd,Old Lake Echo,LAKE ECHO,LAKE ECHO,8358,8358,553.68423975122
1000491,OLD LAWRENCETOWN RD,OLD LAWRENCETOWN,RD,Old Lawrencetown Rd,Old Lawrencetown,WESTPHAL,WESTPHAL,8359,8359,294.724448452341
1000492,OLD MANNETTE RD,OLD MANNETTE,RD,Old Mannette Rd,Old Mannette,WEST CHEZZETCOOK,WEST CHEZZETCOOK,8361,8361,402.329865149549
1000493,PANAVISTA DR,PANAVISTA,DR,Panavista Dr,Panavista,WESTPHAL,WESTPHAL,8397,8397,509.068881611447
1000494,PARK TERR,PARK,TERR,Park Terr,Park,HAMMONDS PLAINS,HAMMONDS PLAINS,8400,8400,226.242083004632
1000495,PARKCREST DR,PARKCREST,DR,Parkcrest Dr,Parkcrest,LAWRENCETOWN,LAWRENCETOWN,8403,8403,1084.23893384956
1000496,PARKDALE AVE,PARKDALE,AVE,Parkdale Ave,Parkdale,TIMBERLEA,TIMBERLEA,8404,8404,1126.41152276599
1000497,PARKER HILL RD,PARKER HILL,RD,Parker Hill Rd,Parker Hill,UPPER MUSQUODOBOIT,UPPER MUSQUODOBOIT,8406,8406,1469.73203902542
1000498,PARKLAND AVE,PARKLAND,AVE,Parkland Ave,Parkland,COLE HARBOUR,COLE HARBOUR,8407,8407,414.725686105509
1000499,PARKLEA DR,PARKLEA,DR,Parklea Dr,Parklea,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,8408,8408,1954.40997339947
1000500,SHADAR DR,SHADAR,DR,Shadar Dr,Shadar,GLEN MARGARET,GLEN MARGARET,8676,8676,1947.22274305502
1000501,SHADY LANE,SHADY,LANE,Shady Lane,Shady,MILL LAKE,MILL LAKE,8677,8677,806.342526289828
1000502,SHALIMAR CRES,SHALIMAR,CRES,Shalimar Cres,Shalimar,COLE HARBOUR,COLE HARBOUR,8679,8679,502.91082071215
1000503,SHANNON DR,SHANNON,DR,Shannon Dr,Shannon,EAST PRESTON,EAST PRESTON,8681,8681,297.78161025474
1000504,SHANNON DR,SHANNON,DR,Shannon Dr,Shannon,FALL RIVER,FALL RIVER,8682,8682,321.194250791065
1000505,SHARON DR,SHARON,DR,Sharon Dr,Sharon,MIDDLE SACKVILLE,MIDDLE SACKVILLE,8684,8684,612.892604905
1000506,SHEA ST,SHEA,ST,Shea St,Shea,LOWER SACKVILLE,LOWER SACKVILLE,8686,8686,536.443491872366
1000507,WAVERLEY RD,WAVERLEY,RD,Waverley Rd,Waverley,WAVERLEY,WAVERLEY,8478,8478,10909.6216842862
1000508,POWDER MILL RD,POWDER MILL,RD,Powder Mill Rd,Powder Mill,WAVERLEY,WAVERLEY,8480,8480,422.135571344668
1000509,POWER DR,POWER,DR,Power Dr,Power,LOWER SHIP HARBOUR,LOWER SHIP HARBOUR,8481,8481,387.18253034553
1000510,POWERS RD,POWERS,RD,Powers Rd,Powers,MUSHABOOM,MUSHABOOM,8482,8482,869.86575899737
1000511,POWER TERR,POWER,TERR,Power Terr,Power,LAKESIDE,LAKESIDE,8483,8483,128.562119643221
1000512,POWERS RD,POWERS,RD,Powers Rd,Powers,WHITES LAKE,WHITES LAKE,8484,8484,3912.6130499682
1000513,PRIMROSE AVE,PRIMROSE,AVE,Primrose Ave,Primrose,HERRING COVE,HERRING COVE,8487,8487,410.607645199602
1000514,SPINNER CRES,SPINNER,CRES,Spinner Cres,Spinner,LOWER SACKVILLE,LOWER SACKVILLE,8758,8758,513.330734188395
1000515,SPRINGFIELD LANE,SPRINGFIELD,LANE,Springfield Lane,Springfield,DUTCH SETTLEMENT,DUTCH SETTLEMENT,8761,8761,291.217729518946
1000516,PURCELLS COVE RD,PURCELLS COVE,RD,Purcells Cove Rd,Purcells Cove,FERGUSONS COVE,FERGUSONS COVE,8493,8493,2007.53796598128
1000517,PURNACHANDRA DR,PURNACHANDRA,DR,Purnachandra Dr,Purnachandra,GLEN MARGARET,GLEN MARGARET,8494,8494,222.862461503263
1000518,LAKE LOON RD,LAKE LOON,RD,Lake Loon Rd,Lake Loon,LAKE LOON,LAKE LOON,7962,7962,1681.79607779293
1000519,QUEENS RD,QUEENS,RD,Queens Rd,Queens,LAWRENCETOWN,LAWRENCETOWN,8498,8498,275.038022059674
1000520,QUEENS CRT,QUEENS,CRT,Queens Crt,Queens,LOWER SACKVILLE,LOWER SACKVILLE,8499,8499,238.396242951943
1000521,QUINN DR,QUINN,DR,Quinn Dr,Quinn,LOWER SACKVILLE,LOWER SACKVILLE,8501,8501,105.738724828118
1000522,RAINES MILL RD,RAINES MILL,RD,Raines Mill Rd,Raines Mill,LAKESIDE,LAKESIDE,8504,8504,669.352667279736
1000523,ST PAULS AVE,ST PAULS,AVE,St Pauls Ave,St Pauls,HERRING COVE,HERRING COVE,8778,8778,862.416220217297
1000524,STACEY LANE,STACEY,LANE,Stacey Lane,Stacey,QUEENSLAND,QUEENSLAND,8780,8780,130.5520742016
1000525,STAGE RD,STAGE,RD,Stage Rd,Stage,ENFIELD,ENFIELD,8781,8781,1112.6963185339
1000526,STAN GAMMON LOOP,STAN GAMMON,LOOP,Stan Gammon Loop,Stan Gammon,MOOSEHEAD,MOOSEHEAD,8783,8783,1165.58770103135
1000527,STANBRAE RD,STANBRAE,RD,Stanbrae Rd,Stanbrae,FERGUSONS COVE,FERGUSONS COVE,8784,8784,550.95078316961
1000528,STATION RD,STATION,RD,Station Rd,Station,KINSAC,KINSAC,8787,8787,2232.59682014041
1000529,STATION RD,STATION,RD,Station Rd,Station,HUBBARDS,HUBBARDS,8788,8788,673.289334655509
1000530,STAYNER DR,STAYNER,DR,Stayner Dr,Stayner,WAVERLEY,WAVERLEY,8789,8789,626.920623673695
1000531,STONE WALL RD,STONE WALL,RD,Stone Wall Rd,Stone Wall,HERRING COVE,HERRING COVE,8799,8799,246.481716568517
1000532,STONEHAVEN CRES,STONEHAVEN,CRES,Stonehaven Cres,Stonehaven,COLE HARBOUR,COLE HARBOUR,8800,8800,544.550791030595
1000533,ARCHIBALD BROOK RD,ARCHIBALD BROOK,RD,Archibald Brook Rd,Archibald Brook,MIDDLE MUSQUODOBOIT,MIDDLE MUSQUODOBOIT,10080,10080,3616.18246047187
1000534,MARANATHA DR,MARANATHA,DR,Maranatha Dr,Maranatha,FALL RIVER,FALL RIVER,8138,8138,1009.55059295836
1000535,MARGARET ST,MARGARET,ST,Margaret St,Margaret,LOWER SACKVILLE,LOWER SACKVILLE,8140,8140,103.811849806287
1000536,MARIE DR,MARIE,DR,Marie Dr,Marie,LOWER SACKVILLE,LOWER SACKVILLE,8144,8144,220.058344171034
1000537,MARILYN DR,MARILYN,DR,Marilyn Dr,Marilyn,LAKE CHARLOTTE,LAKE CHARLOTTE,8146,8146,333.60322790042
1000538,MARJORIE DR,MARJORIE,DR,Marjorie Dr,Marjorie,WEST PORTERS LAKE,WEST PORTERS LAKE,8148,8148,1282.03629394772
1000539,MARJORIE ANN DR,MARJORIE ANN,DR,Marjorie Ann Dr,Marjorie Ann,WAVERLEY,WAVERLEY,8149,8149,212.55410864828
1000540,MARK CRES,MARK,CRES,Mark Cres,Mark,LAWRENCETOWN,LAWRENCETOWN,8150,8150,688.042939468752
1000541,MARTYN DR,MARTYN,DR,Martyn Dr,Martyn,FALL RIVER,FALL RIVER,8151,8151,650.519100444343
1000542,MARTLET PL,MARTLET,PL,Martlet Pl,Martlet,SHEARWATER,SHEARWATER,8154,8154,636.481777124316
1000543,MARVIN LANE,MARVIN,LANE,Marvin Lane,Marvin,GLEN MARGARET,GLEN MARGARET,8155,8155,168.636371502669
1000544,SHIERS RD,SHIERS,RD,Shiers Rd,Shiers,HARRIGAN COVE,HARRIGAN COVE,8698,8698,1414.30561667112
1000545,SHIRLEY CRT,SHIRLEY,CRT,Shirley Crt,Shirley,WINDSOR JUNCTION,WINDSOR JUNCTION,8700,8700,303.210311385659
1000546,SHORE RD,SHORE,RD,Shore Rd,Shore,HERRING COVE,HERRING COVE,8702,8702,636.773551912017
1000547,NICKERSON RD,NICKERSON,RD,Nickerson Rd,Nickerson,EAST PENNANT,EAST PENNANT,8703,8703,415.61487483913
1000548,SHOREVIEW DR,SHOREVIEW,DR,Shoreview Dr,Shoreview,EASTERN PASSAGE,EASTERN PASSAGE,8707,8707,242.888890483703
1000549,SHORT CUT RD,SHORT CUT,RD,Short Cut Rd,Short Cut,SOBER ISLAND,SOBER ISLAND,8708,8708,438.879061795339
1000550,SIBLEY RD,SIBLEY,RD,Sibley Rd,Sibley,GLENMORE,GLENMORE,8710,8710,4860.84697808298
1000551,JOY RD,JOY,RD,Joy Rd,Joy,BLACK POINT,BLACK POINT,7876,7876,557.289423950312
1000552,JUBILEE CRT,JUBILEE,CRT,Jubilee Crt,Jubilee,MIDDLE SACKVILLE,MIDDLE SACKVILLE,7878,7878,219.853942000196
1000553,JUBILEE LANE,JUBILEE,LANE,Jubilee Lane,Jubilee,MIDDLE SACKVILLE,MIDDLE SACKVILLE,7879,7879,592.643313542538
1000554,JUDY ANNE CRT,JUDY ANNE,CRT,Judy Anne Crt,Judy Anne,LOWER SACKVILLE,LOWER SACKVILLE,7881,7881,393.706417257367
1000555,JUNIPER PL,JUNIPER,PL,Juniper Pl,Juniper,UPPER TANTALLON,UPPER TANTALLON,7883,7883,323.32354511082
1000556,JUNIPER TERR,JUNIPER,TERR,Juniper Terr,Juniper,HAMMONDS PLAINS,HAMMONDS PLAINS,7885,7885,394.731063487971
1000557,JUNIPER WAY,JUNIPER,WAY,Juniper Way,Juniper,HUBLEY,HUBLEY,7886,7886,1762.99012693587
1000558,JUNIPER RG,JUNIPER,RG,Juniper Rg,Juniper,GLEN HAVEN,GLEN HAVEN,7887,7887,544.259303414595
1000559,KAAKWOGOOK WAY,KAAKWOGOOK,WAY,Kaakwogook Way,Kaakwogook,CLAM BAY,CLAM BAY,7889,7889,3194.75594959798
1000560,KARELS DR,KARELS,DR,Karels Dr,Karels,FALL RIVER,FALL RIVER,7891,7891,965.270142698239
1000561,KAREN AVE,KAREN,AVE,Karen Ave,Karen,FALL RIVER,FALL RIVER,7892,7892,1054.85477570073
1000562,KAREN CRES,KAREN,CRES,Karen Cres,Karen,PORTERS LAKE,PORTERS LAKE,7893,7893,886.608689235299
1000563,MATHERS CRT,MATHERS,CRT,Mathers Crt,Mathers,TIMBERLEA,TIMBERLEA,8163,8163,111.652479547782
1000564,MAXWELL AVE,MAXWELL,AVE,Maxwell Ave,Maxwell,UPPER SACKVILLE,UPPER SACKVILLE,8165,8165,303.780489161196
1000565,MAYFLOWER AVE,MAYFLOWER,AVE,Mayflower Ave,Mayflower,BEAVER BANK,BEAVER BANK,8167,8167,711.144614063297
1000566,MAYHILL CRT,MAYHILL,CRT,Mayhill Crt,Mayhill,LAKEVIEW,LAKEVIEW,8168,8168,207.503304740498
1000567,MAYNARD MISNER RD,MAYNARD MISNER,RD,Maynard Misner Rd,Maynard Misner,INGRAMPORT,INGRAMPORT,8169,8169,201.278445156382
1000568,MAYWOOD DR,MAYWOOD,DR,Maywood Dr,Maywood,UPPER SACKVILLE,UPPER SACKVILLE,8170,8170,366.74417212606
1000569,MCINTYRE DR,MCINTYRE,DR,Mcintyre Dr,Mcintyre,EAST LAWRENCETOWN,EAST LAWRENCETOWN,8171,8171,482.500986982369
1000570,MCDONALD RD,MCDONALD,RD,Mcdonald Rd,Mcdonald,WAVERLEY,WAVERLEY,8173,8173,372.103817363884
1000571,MCDONALD LAKE DR,MCDONALD LAKE,DR,Mcdonald Lake Dr,Mcdonald Lake,HATCHET LAKE,HATCHET LAKE,8174,8174,1104.21194099523
1000572,MCDOUGALL RD,MCDOUGALL,RD,Mcdougall Rd,Mcdougall,COOKS BROOK,COOKS BROOK,8176,8176,1640.26581202018
1000573,MCFETRIDGE RD,MCFETRIDGE,RD,Mcfetridge Rd,Mcfetridge,CHASWOOD,CHASWOOD,8177,8177,3784.17229250735
1000574,MCGRATHS COVE RD,MCGRATHS COVE,RD,Mcgraths Cove Rd,Mcgraths Cove,MCGRATHS COVE,MCGRATHS COVE,8178,8178,2404.37003054058
1000575,MCKAY LANE,MCKAY,LANE,Mckay Lane,Mckay,EASTERN PASSAGE,EASTERN PASSAGE,8180,8180,504.487563113507
1000576,PENNS RD,PENNS,RD,Penns Rd,Penns,SHAD BAY,SHAD BAY,8430,8430,153.632031707238
1000577,PENSTOCK CRT,PENSTOCK,CRT,Penstock Crt,Penstock,MIDDLE SACKVILLE,MIDDLE SACKVILLE,8431,8431,162.161702867602
1000578,PENTICTON DR,PENTICTON,DR,Penticton Dr,Penticton,EAST PRESTON,EAST PRESTON,8432,8432,218.427664146086
1000579,PERRON DR,PERRON,DR,Perron Dr,Perron,COLE HARBOUR,COLE HARBOUR,8434,8434,137.575117483025
1000580,PERRY GRANT DR,PERRY GRANT,DR,Perry Grant Dr,Perry Grant,MEAGHERS GRANT,MEAGHERS GRANT,8436,8436,2061.82610897494
1000581,PETER CRT,PETER,CRT,Peter Crt,Peter,EASTERN PASSAGE,EASTERN PASSAGE,8438,8438,296.608462603255
1000582,PETERS LAKE RD,PETERS LAKE,RD,Peters Lake Rd,Peters Lake,HATCHET LAKE,HATCHET LAKE,8440,8440,1184.69102558931
1000583,PETPESWICK DR,PETPESWICK,DR,Petpeswick Dr,Petpeswick,GAETZ BROOK,GAETZ BROOK,8442,8442,760.438485313906
1000584,PHILIP DR,PHILIP,DR,Philip Dr,Philip,FALL RIVER,FALL RIVER,8444,8444,2024.2371482162
1000585,SIBLEY ST,SIBLEY,ST,Sibley St,Sibley,WAVERLEY,WAVERLEY,8711,8711,153.079426330725
1000586,SIDHU DR,SIDHU,DR,Sidhu Dr,Sidhu,BEAVER BANK,BEAVER BANK,8712,8712,1160.68304588398
1000587,MARYDALE DR,MARYDALE,DR,Marydale Dr,Marydale,HATCHET LAKE,HATCHET LAKE,8156,8156,435.239690932302
1000588,MARY JOLLIMORE RD,MARY JOLLIMORE,RD,Mary Jollimore Rd,Mary Jollimore,TERENCE BAY,TERENCE BAY,8157,8157,351.983391189303
1000589,MARYS LANE,MARYS,LANE,Marys Lane,Marys,MOSER RIVER,MOSER RIVER,8158,8158,381.692024964234
1000590,JIMS LANE,JIMS,LANE,Jims Lane,Jims,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,8160,8160,215.721574633977
1000591,MASONS POINT RD,MASONS POINT,RD,Masons Point Rd,Masons Point,TANGIER,TANGIER,8161,8161,658.581340424803
1000592,PARKVIEW DR,PARKVIEW,DR,Parkview Dr,Parkview,OAKFIELD,OAKFIELD,8409,8409,799.457315502213
1000593,PARKWOOD DR,PARKWOOD,DR,Parkwood Dr,Parkwood,EAST LAWRENCETOWN,EAST LAWRENCETOWN,8412,8412,584.738518222984
1000594,PARLEE RD,PARLEE,RD,Parlee Rd,Parlee,MOSER RIVER,MOSER RIVER,8413,8413,478.589623470583
1000595,PARMAC DR,PARMAC,DR,Parmac Dr,Parmac,LOWER SACKVILLE,LOWER SACKVILLE,8414,8414,241.096868688211
1000596,PARTRIDGE NEST DR,PARTRIDGE NEST,DR,Partridge Nest Dr,Partridge Nest,MINEVILLE,MINEVILLE,8416,8416,835.365454145551
1000597,PATRICIA RD,PATRICIA,RD,Patricia Rd,Patricia,EASTERN PASSAGE,EASTERN PASSAGE,8418,8418,244.345097142733
1000598,PATTERSON RD,PATTERSON,RD,Patterson Rd,Patterson,COW BAY,COW BAY,8420,8420,312.1765811542
1000599,PATTON RD,PATTON,RD,Patton Rd,Patton,UPPER SACKVILLE,UPPER SACKVILLE,8421,8421,3217.50684754433
1000600,PAUL DAVID DR,PAUL DAVID,DR,Paul David Dr,Paul David,MIDDLE SACKVILLE,MIDDLE SACKVILLE,8422,8422,401.256263941164
1000601,PEMBROOKE ST,PEMBROOKE,ST,Pembrooke St,Pembrooke,WAVERLEY,WAVERLEY,8428,8428,388.265978544079
1000602,PENNINGTON DR,PENNINGTON,DR,Pennington Dr,Pennington,BEAVER BANK,BEAVER BANK,8429,8429,471.813192574393
1000603,KILLEN LANE,KILLEN,LANE,Killen Lane,Killen,ELDERBANK,ELDERBANK,10054,10054,918.413012371307
1000604,MALLARD DR,MALLARD,DR,Mallard Dr,Mallard,HUBLEY,HUBLEY,8118,8118,1204.39177452171
1000605,MANCHESTER DR,MANCHESTER,DR,Manchester Dr,Manchester,STILLWATER LAKE,STILLWATER LAKE,8119,8119,478.404592653241
1000606,MANDAVILLE DR,MANDAVILLE,DR,Mandaville Dr,Mandaville,UPPER SACKVILLE,UPPER SACKVILLE,8120,8120,767.895269215383
1000607,MAPLE DR,MAPLE,DR,Maple Dr,Maple,TIMBERLEA,TIMBERLEA,8124,8124,611.866867194555
1000608,MAPLE DR,MAPLE,DR,Maple Dr,Maple,LAWRENCETOWN,LAWRENCETOWN,8125,8125,485.693319641742
1000609,MAPLE DR,MAPLE,DR,Maple Dr,Maple,MIDDLE MUSQUODOBOIT,MIDDLE MUSQUODOBOIT,8126,8126,596.551015991106
1000610,MAPLE DR,MAPLE,DR,Maple Dr,Maple,WHITES LAKE,WHITES LAKE,8127,8127,220.553029240582
1000611,MAPLE DR,MAPLE,DR,Maple Dr,Maple,EASTERN PASSAGE,EASTERN PASSAGE,8128,8128,161.716315621717
1000612,MAPLE PL,MAPLE,PL,Maple Pl,Maple,UPPER TANTALLON,UPPER TANTALLON,8130,8130,208.366202715497
1000613,MAPLE GROVE AVE,MAPLE GROVE,AVE,Maple Grove Ave,Maple Grove,LOWER SACKVILLE,LOWER SACKVILLE,8133,8133,299.501328916206
1000614,MAPLE GROVE DR,MAPLE GROVE,DR,Maple Grove Dr,Maple Grove,LOWER SACKVILLE,LOWER SACKVILLE,8134,8134,254.881274782667
1000615,MAPLEWOOD CRT,MAPLEWOOD,CRT,Maplewood Crt,Maplewood,BEAVER BANK,BEAVER BANK,8135,8135,469.930503665216
1000616,MAPLEWOOD DR,MAPLEWOOD,DR,Maplewood Dr,Maplewood,TIMBERLEA,TIMBERLEA,8136,8136,850.46757474119
1000617,MAPLEWOOD DR,MAPLEWOOD,DR,Maplewood Dr,Maplewood,COLE HARBOUR,COLE HARBOUR,8137,8137,813.675155366324
1000618,PADDINGTON WAY,PADDINGTON,WAY,Paddington Way,Paddington,STILLWATER LAKE,STILLWATER LAKE,8394,8394,161.537831245273
1000619,PALMER RD,PALMER,RD,Palmer Rd,Palmer,WAVERLEY,WAVERLEY,8396,8396,385.585209311096
1000620,SANDRICK AVE,SANDRICK,AVE,Sandrick Ave,Sandrick,LOWER SACKVILLE,LOWER SACKVILLE,8616,8616,726.373242103677
1000621,SECOND ST,SECOND,ST,Second St,Second,LAKEVIEW,LAKEVIEW,8666,8666,384.31064114166
1000622,AMERICAN HILL RD,AMERICAN HILL,RD,American Hill Rd,American Hill,WAVERLEY,WAVERLEY,6941,6941,229.463061988541
